nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
bbva colombia s.a,impuesto predial,a,pagos web,655678.512,1345209.813042714,11585211,406
bbva colombia s.a,impuesto predial,n,pagos web,970537.4564102564,1411026.6524507334,9266457,138
bbva colombia s.a,impuesto predial,p,pagos web,1050423.0595322466,1773494.9304113786,17584884,55
bbva colombia s.a,impuesto predial,w,pagos web,963468.1666666666,1567309.9040537474,4012635,58433
bbva colombia s.a,industria y comercio,a,pagos web,64364.0,44403.15351413681,146719,36000
bbva colombia s.a,industria y comercio,n,pagos web,1752280.4736842106,2107562.952566657,7952995,43701
bbva colombia s.a,industria y comercio,p,pagos web,2211689.0659340657,3722078.0363822896,17909426,1139
bbva colombia s.a,movilidad,n,pagos web,2541400.0,,2541400,2541400
bcsc,alumbrado publico,n,pagos web,25800.0,,25800,25800
bcsc,alumbrado publico,p,pagos web,111478.0,,111478,111478
bcsc,aprov.esp.pub,n,pagos web,269297.0,,269297,269297
bcsc,circulacion y transito,p,pagos web,18200.0,4327.493500861671,21260,15140
bcsc,delineación urbana,n,pagos web,687000.0,,687000,687000
bcsc,facilidades,a,pagos web,223540.0,0.0,223540,223540
bcsc,facilidades,n,pagos web,6189758.0,4051228.295665649,9054409,3325107
bcsc,facilidades,p,pagos web,687595.3939393939,885655.1887215314,3414697,55131
bcsc,impuesto predial,a,pagos web,446683.1111111111,514992.440070912,2977030,67127
bcsc,impuesto predial,n,pagos web,494822.15,806183.5366070059,4664754,323
bcsc,impuesto predial,p,pagos web,561961.4564393939,712753.2211834642,6275279,59
bcsc,impuesto telefonico,p,pagos web,30799.0,9066.523148373912,37210,24388
bcsc,industria y comercio,a,pagos web,594510.4285714285,665050.5307911716,1848050,36000
bcsc,industria y comercio,n,pagos web,394182.85,455231.25753994245,1328656,2944
bcsc,industria y comercio,p,pagos web,944210.1666666666,2039860.4499990381,15857268,522
bilbao bizkaia kutxa (bbk),impuesto predial,p,pagos web,101633.0,0.0,101633,101633
bnp paribas,impuesto predial,n,pagos web,1184.0,,1184,1184
bnp paribas,impuesto predial,p,pagos web,775579.0,,775579,775579
bogota_1,alumbrado publico,presencial,pagos presencial,165263.6957142857,408809.7112763029,4117040,489
bogota_1,aprov.esp.pub,presencial,pagos presencial,280047.73287671234,332073.27286024444,2424688,25714
bogota_1,circulacion y transito,presencial,pagos presencial,112442.78402130492,110605.4785844923,1281773,3040
bogota_1,cuotas partes jubilatorias,presencial,pagos presencial,10484410.857142856,24409522.726633195,65725103,197748
bogota_1,delineación urbana,presencial,pagos presencial,3950128.511111111,10744972.955271766,103157630,8000
bogota_1,espectaculos publicos,presencial,pagos presencial,2415010.5,202636.2973914101,2558296,2271725
bogota_1,estampilla procultura,presencial,pagos presencial,19000.0,,19000,19000
bogota_1,exogena reteica,presencial,pagos presencial,2427200.0,,2427200,2427200
bogota_1,impuesto predial,presencial,pagos presencial,367636.7834183673,2810554.1002040626,185965523,104
bogota_1,impuesto telefonico,presencial,pagos presencial,131107.75,429960.8128688922,2504987,730
bogota_1,industria y comercio,presencial,pagos presencial,875102.8334643051,11260598.294678552,932673068,1
bogota_1,ingresos no tributarios,presencial,pagos presencial,3371508.2874251497,17476038.46259672,200000000,2043
bogota_1,movilidad,presencial,pagos presencial,602763.3333333334,1452432.255576325,12711600,14875
bogota_1,multas codigo de policia,presencial,pagos presencial,186213.5,48081.13980034167,220212,152215
bogota_1,otros ingresos,presencial,pagos presencial,46521732.071428575,296018457.2452484,1919105173,14
bogota_1,pot.,presencial,pagos presencial,3594354.0512820515,9395884.824539835,54000000,240003
bogota_1,préstamos hipotecarios,presencial,pagos presencial,1162313.955182073,5188875.342464446,64390310,10863
bogota_1,publicidad exterior visual,presencial,pagos presencial,219523.3572496263,349108.28990155295,7869000,10478
bogota_1,recursos fonset,presencial,pagos presencial,2377256000.0,2036550129.5988271,4011771000,95824000
bogota_1,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,5304275.726415094,19807178.072236057,153997341,458
bogota_1,rentas contractuales,presencial,pagos presencial,9927449.741293533,141953054.9503551,2885008304,3218
bogota_1,retencion ica,presencial,pagos presencial,20989643.90350877,65156119.25283501,495572000,4000
bogota_1,servicios,presencial,pagos presencial,20082.665480427047,24635.97932956834,468601,5300
bogota_1,transferencias,presencial,pagos presencial,570169271.3333334,892361108.8081268,1600562786,49947356
branch banking and trust compa,impuesto predial,p,pagos web,948235.2,534743.1239096955,1736382,293666
caisse nationale de credit agr,impuesto predial,a,pagos web,1120076.0,,1120076,1120076
caisse nationale de credit agr,impuesto predial,p,pagos web,1701067.0,,1701067,1701067
caisse nationale des caisses d,impuesto predial,p,pagos web,269833.0,,269833,269833
caixa d'estalvis unio de caixe,impuesto predial,p,pagos web,473609.6666666667,455667.29483509494,952928,46006
caixa d'estalvis unio de caixe,industria y comercio,n,pagos web,1465.0,,1465,1465
caixa d'estalvis unio de caixe,servicios,n,pagos web,12854.0,9089.150565371881,25708,6427
"caixabank, s.a.",impuesto predial,p,pagos web,675130.6666666666,1159612.999659944,2014122,253
"caixabank, s.a.",servicios,n,pagos web,6427.0,0.0,6427,6427
"caja de ahorros de galicia, vi",impuesto predial,p,pagos web,1225515.0,,1225515,1225515
"caja de ahorros de galicia, vi",servicios,n,pagos web,19281.0,,19281,19281
caja de ahorros y pensiones de,impuesto predial,a,pagos web,439819.0,,439819,439819
caja de ahorros y pensiones de,impuesto predial,n,pagos web,580046.0,819409.480174595,1159456,636
caja de ahorros y pensiones de,impuesto predial,p,pagos web,666776.3846153846,1213870.3393732337,4520101,4853
caja de ahorros y pensiones de,servicios,n,pagos web,22494.5,22722.876413429705,38562,6427
caja laboral popular de mondra,facilidades,p,pagos web,57006.0,,57006,57006
caja laboral popular de mondra,impuesto predial,p,pagos web,121264.0,,121264,121264
caja rural de almeria y malaga,impuesto predial,p,pagos web,23941.333333333332,10940.753234276575,36574,17516
caja social bcs,circulacion y transito,a,pagos web,68816.0,,68816,68816
caja social bcs,circulacion y transito,p,pagos web,7240.0,,7240,7240
caja social bcs,facilidades,p,pagos web,1215677.1875,948257.7562539431,3827388,86215
caja social bcs,impuesto predial,a,pagos web,1388016.0,1118837.6287911485,2047313,96186
caja social bcs,impuesto predial,p,pagos web,768591.9387755102,1296814.5219624895,9534156,11085
caja social bcs,industria y comercio,p,pagos web,152239.2142857143,172642.26980140558,659705,34207
california bank and trust,impuesto predial,n,pagos web,1447150.0,,1447150,1447150
campus usa credit union,impuesto predial,a,pagos web,1486852.0,,1486852,1486852
canadian imperial bank of comm,facilidades,n,pagos web,1162409.0,,1162409,1162409
canadian imperial bank of comm,impuesto predial,a,pagos web,1256668.0,,1256668,1256668
canadian imperial bank of comm,impuesto predial,n,pagos web,308854.3333333333,266622.41214934154,473484,1239
canadian imperial bank of comm,impuesto predial,p,pagos web,468264.46153846156,477744.299548342,1518678,1026
canadian tire bank,impuesto predial,p,pagos web,1507511.142857143,2998629.8118102443,8295249,165576
"capital bank, inc.",impuesto predial,n,pagos web,2784756.0,,2784756,2784756
"capital bank, inc.",impuesto predial,p,pagos web,2794467.0,221377.58973979278,3021504,2579220
capital one bank (canada branc,impuesto predial,p,pagos web,343844.0,,343844,343844
capital one bank (usa) n.a.,facilidades,p,pagos web,632898.0,,632898,632898
capital one bank (usa) n.a.,impuesto predial,p,pagos web,1573958.3103448276,1791381.786606284,9104220,47817
capital one bank (usa) nationa,impuesto predial,p,pagos web,1762282.9444444445,1859266.223241988,7251525,478
"capital one bank (usa), n.a.",alumbrado publico,p,pagos web,1310560.4,1409922.4605365007,3059551,176000
"capital one bank (usa), n.a.",facilidades,p,pagos web,4015644.6666666665,5215438.231098643,10037914,1004510
"capital one bank (usa), n.a.",impuesto predial,a,pagos web,664729.25,138655.9931037362,842562,554608
"capital one bank (usa), n.a.",impuesto predial,n,pagos web,1517887.7222222222,1115628.9441045618,3600074,32899
"capital one bank (usa), n.a.",impuesto predial,p,pagos web,1715651.5378151261,2475696.020475149,19430505,4399
"capital one bank (usa), n.a.",industria y comercio,p,pagos web,1758420.0,,1758420,1758420
"capital one bank (usa), nation",facilidades,p,pagos web,386178.0,0.0,386178,386178
"capital one bank (usa), nation",impuesto predial,a,pagos web,408727.0,305755.8006121879,624929,192525
"capital one bank (usa), nation",impuesto predial,n,pagos web,114738.0,0.0,114738,114738
"capital one bank (usa), nation",impuesto predial,p,pagos web,2213018.086956522,3209615.1944939797,14561747,153802
"capital one bank (usa), nation",industria y comercio,p,pagos web,486548.0,688077.1234912551,973092,4
"capital one, n.a.",impuesto predial,p,pagos web,946895.5,453817.59663162025,1267793,625998
"capital one, national associat",facilidades,p,pagos web,2494053.3333333335,4636531.991080474,11868434,39442
"capital one, national associat",impuesto predial,n,pagos web,1011500.0476190476,1252149.8486722538,4466876,114002
"capital one, national associat",impuesto predial,p,pagos web,1685516.8623853212,2204908.0550433956,12810111,918
"capital one, national associat",industria y comercio,n,pagos web,1974962.0,2514525.454014733,3753000,196924
car s.a.,impuesto predial,n,pagos web,520369.0,,520369,520369
card services for credit union,facilidades,p,pagos web,374316.6666666667,301786.78110933444,702345,108453
card services for credit union,impuesto predial,n,pagos web,572203.0833333334,693947.8310344056,2427072,3240
card services for credit union,impuesto predial,p,pagos web,408014.5,41150.079131151135,437112,378917
"cash station, inc.",impuesto predial,p,pagos web,5313958.0,,5313958,5313958
cat administradora de tarjetas,servicios,n,pagos web,25708.0,,25708,25708
celtic bank corporation,impuesto predial,p,pagos web,515597.0,214737.0157378555,667439,363755
cembra money bank ag,impuesto predial,p,pagos web,631421.5,18838.031757590812,644742,618101
"ceska sporitelna, a.s (czech s",impuesto predial,p,pagos web,118127.0,,118127,118127
cf tech colombia sas,aprov.esp.pub,n,pagos web,127479.5,3336.2018374193135,131840,122075
cf tech colombia sas,aprov.esp.pub,p,pagos web,117509.0,,117509,117509
cf tech colombia sas,impuesto predial,p,pagos web,6475989.75,194041.43511180792,6696763,6223572
cf tech colombia sas,industria y comercio,n,pagos web,8116329.615384615,9709522.040179832,28181097,88573
cf tech colombia sas,industria y comercio,p,pagos web,8827540.5625,8403387.749433724,25187000,591334
cf tech colombia sas,rentas contractuales,n,pagos web,2096890.0,,2096890,2096890
cf tech colombia sas,retencion ica,p,pagos web,567000.0,,567000,567000
cf tech sa de cv,aprov.esp.pub,p,pagos web,121260.0,,121260,121260
cf tech sa de cv,industria y comercio,p,pagos web,1654948.0,,1654948,1654948
cfa,alumbrado publico,presencial,pagos presencial,74818.03125,93989.33073990088,301347,3262
cfa,circulacion y transito,presencial,pagos presencial,63586.81081081081,75070.65151532544,400060,6460
cfa,delineación urbana,presencial,pagos presencial,134000.0,,134000,134000
cfa,impuesto predial,presencial,pagos presencial,227810.841563786,645861.9616514359,7731568,3101
cfa,impuesto telefonico,presencial,pagos presencial,78606.0,105545.58658702883,153238,3974
cfa,industria y comercio,presencial,pagos presencial,200597.55160142347,486527.47511927213,6115445,7275
cfa,ingresos no tributarios,presencial,pagos presencial,364408.625,403083.18990640756,1224729,89239
cfa,pot.,presencial,pagos presencial,3522054.0,2237299.99780986,5104064,1940044
cfa,préstamos hipotecarios,presencial,pagos presencial,493206.72222222225,288584.11870417173,1000000,135368
cfa,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,243109279.0,,243109279,243109279
cfa,rentas contractuales,presencial,pagos presencial,230436.0,,230436,230436
cfa,servicios,presencial,pagos presencial,5600.0,,5600,5600
cfa cooperativa financiera,alumbrado publico,p,pagos web,182631.0,,182631,182631
cfa cooperativa financiera,circulacion y transito,p,pagos web,61826.666666666664,84301.68048937894,159160,11960
cfa cooperativa financiera,facilidades,n,pagos web,148804.33333333334,44665.637239381234,267899,133518
cfa cooperativa financiera,facilidades,p,pagos web,383367.8387096774,1183606.4375723908,6695749,57526
cfa cooperativa financiera,impuesto predial,a,pagos web,312759.21428571426,214031.09956344,803856,59014
cfa cooperativa financiera,impuesto predial,n,pagos web,268584.2916666667,222288.96086703456,724858,9229
cfa cooperativa financiera,impuesto predial,p,pagos web,492835.8271604938,813253.0028715481,9591987,2345
cfa cooperativa financiera,industria y comercio,n,pagos web,421218.0,174180.38140674742,554001,224001
cfa cooperativa financiera,industria y comercio,p,pagos web,392999.0909090909,542694.6399607118,2142795,36000
cfa cooperativa financiera,retencion ica,n,pagos web,363000.0,,363000,363000
cfa cooperativa financiera,retencion ica,p,pagos web,399030.0,247350.50084175423,769120,252000
charles schwab bank,impuesto predial,a,pagos web,3673452.5,4652389.9749337975,6963189,383716
charles schwab bank,impuesto predial,n,pagos web,1102477.0,1862766.9084409534,3894350,65514
charles schwab bank,impuesto predial,p,pagos web,2247455.0,2829836.992852592,5434938,30864
chase bank usa,impuesto predial,p,pagos web,459924.0,,459924,459924
chase bank usa n.a.,impuesto predial,a,pagos web,3612451.0,,3612451,3612451
chase bank usa n.a.,impuesto predial,p,pagos web,2504832.688172043,3112981.949638006,20905347,1587
"chase bank usa, n.a.",facilidades,n,pagos web,1719387.5,1734199.8869566622,2945652,493123
"chase bank usa, n.a.",facilidades,p,pagos web,1677544.9,4155947.4233842664,13480028,68649
"chase bank usa, n.a.",impuesto predial,a,pagos web,3652806.5,4923953.584581681,22938382,164417
"chase bank usa, n.a.",impuesto predial,n,pagos web,3325776.3780487804,3679854.464955027,17963021,2612
"chase bank usa, n.a.",impuesto predial,p,pagos web,2524432.1075581396,3326439.02636445,25836329,477
"chase bank usa, n.a.",industria y comercio,a,pagos web,1622528.0,,1622528,1622528
"chase bank usa, n.a.",industria y comercio,n,pagos web,91489.0,,91489,91489
"chase bank usa, n.a.",industria y comercio,p,pagos web,642505.0,688898.2396457404,1370648,1059
"chase bank usa, n.a.",servicios,n,pagos web,6427.0,,6427,6427
chase manhattan bank usa n.a.,impuesto predial,p,pagos web,2493911.0,,2493911,2493911
china citic bank,impuesto predial,n,pagos web,933478.0,,933478,933478
china citic bank,impuesto predial,p,pagos web,893804.0,,893804,893804
china merchants bank,impuesto predial,p,pagos web,2576608.0,,2576608,2576608
choice financial group,impuesto predial,p,pagos web,524130.6666666667,9284.369678838368,529491,513410
choice financial group,industria y comercio,n,pagos web,250272.0,,250272,250272
choice financial group,industria y comercio,p,pagos web,227575.0,54.0,227656,227548
citibank,alumbrado publico,a,pagos web,98884.0,,98884,98884
citibank,alumbrado publico,n,pagos web,3500928.5714285714,1099487.4655098105,4104000,950000
citibank,alumbrado publico,p,pagos web,1563086.9310344828,1799199.0365223398,7895496,4295
citibank,circulacion y transito,a,pagos web,21234.0,5620.08469687068,25208,17260
citibank,circulacion y transito,p,pagos web,47965.36170212766,62799.70241982441,310980,6127
citibank,delineación urbana,p,pagos web,120017953.125,329992846.32925284,936626625,82000
citibank,facilidades,a,pagos web,460895.0,217276.94329587757,614533,307257
citibank,facilidades,p,pagos web,2389289.25,17673056.762915593,338059413,32085
citibank,impuesto predial,a,pagos web,1038072.5014084507,1992441.4299384686,18754194,175
citibank,impuesto predial,p,pagos web,1377715.9208801077,11038515.99099782,812632251,33
citibank,impuesto telefonico,p,pagos web,6362.142857142857,2252.766035238415,9528,2704
citibank,industria y comercio,a,pagos web,144578.51315789475,245682.5424312436,1510835,8268
citibank,industria y comercio,n,pagos web,80005341.96202531,145968105.7867056,637747000,28603
citibank,industria y comercio,p,pagos web,33274949.582568806,142196398.03441405,1471779000,170
citibank,ingresos no tributarios,p,pagos web,16721092.2,12881247.136734245,26053400,429560
citibank,rentas contractuales,n,pagos web,47943223.0,,47943223,47943223
citibank,rentas contractuales,p,pagos web,484330.0,0.0,484330,484330
citibank,retencion ica,n,pagos web,6182416.666666667,9600646.374625308,33834000,405000
citibank,retencion ica,p,pagos web,4874478.307692308,12152842.050418573,71529000,3000
citibank,servicios,p,pagos web,5400.0,,5400,5400
"citibank (hong kong), ltd.",impuesto predial,p,pagos web,967113.0,455901.440315777,1289484,644742
citibank del peru s.a.,impuesto predial,p,pagos web,4662531.0,4077725.0009702714,7545918,1779144
citibank n.a.,delineación urbana,p,pagos web,3817000.0,,3817000,3817000
citibank n.a.,facilidades,n,pagos web,155037.0,142445.24685646762,255761,54313
citibank n.a.,facilidades,p,pagos web,4874362.2,4971963.496093958,11872896,104602
citibank n.a.,impuesto predial,a,pagos web,1716806.4,2555609.8586641313,6183125,100194
citibank n.a.,impuesto predial,n,pagos web,1844303.2142857143,2178076.7000269573,10900108,4527
citibank n.a.,impuesto predial,p,pagos web,2856434.7101449277,4047226.4502889216,25142945,75
citibank n.a.,impuesto predial,w,pagos web,1530832.4,2711138.181786601,7861627,136
citibank n.a.,industria y comercio,n,pagos web,6774041.0,,6774041,6774041
citibank n.a.,industria y comercio,p,pagos web,1151466.0,1494266.5352847865,2208072,94860
citibank na,facilidades,p,pagos web,6530965.0,6123485.761034886,12698022,452001
citibank na,impuesto predial,n,pagos web,1709087.1666666667,1452417.770140178,3579900,201504
citibank na,impuesto predial,p,pagos web,916609.16,1097239.042018028,3937637,1032
citibank privatkunden ag and c,facilidades,p,pagos web,1738328.0,,1738328,1738328
citibank privatkunden ag and c,impuesto predial,p,pagos web,1845179.5,3129107.889566982,6536427,205575
"citibank, n.a.",impuesto predial,p,pagos web,2709236.888888889,2998912.9185274276,12890608,151414
citigroup pty limited,impuesto predial,p,pagos web,263201.0,,263201,263201
"citizens bank, n.a.",impuesto predial,p,pagos web,1401379.5,52602.38055924846,1438575,1364184
clara,impuesto predial,p,pagos web,6491812.0,,6491812,6491812
clara,industria y comercio,n,pagos web,8155129.333333333,13681265.306424305,23951000,45362
clara,industria y comercio,p,pagos web,13058478.461538462,10868764.43526384,31968000,550334
clara,retencion ica,p,pagos web,623000.0,,623000,623000
coink s.a.,impuesto predial,n,pagos web,161910.0,33023.30089497414,185261,138559
coink s.a.,impuesto predial,p,pagos web,202119.5,18979.453113828124,215540,188699
colpatria,alumbrado publico,presencial,pagos presencial,348863.5411392405,1631412.767300146,18099759,956
colpatria,aprov.esp.pub,presencial,pagos presencial,217577.625,63957.67172555277,263327,67797
colpatria,circulacion y transito,presencial,pagos presencial,63162.573476702506,116547.07092878831,1571270,4200
colpatria,delineación urbana,presencial,pagos presencial,2045961.1335227273,16887170.16758407,313075000,1000
colpatria,estampilla procultura,presencial,pagos presencial,42001000.0,,42001000,42001000
colpatria,facilidades,p,pagos web,1472132.4,600099.6348239182,2112973,519439
colpatria,impuesto predial,a,pagos web,1547508.0,1313367.5689539467,3505063,374375
colpatria,impuesto predial,p,pagos web,901969.2,1150282.0795633541,6312313,1321
colpatria,impuesto predial,presencial,pagos presencial,581911.6643646408,2490140.100180277,40685174,408
colpatria,impuesto telefonico,presencial,pagos presencial,75869510.3,239760517.82260147,758239851,1733
colpatria,industria y comercio,a,pagos web,192673.33333333334,99034.69200403127,294653,96873
colpatria,industria y comercio,p,pagos web,308898.73913043475,473509.71965345385,1791204,28614
colpatria,industria y comercio,presencial,pagos presencial,149891.46128897258,732688.8624491206,57741096,45
colpatria,ingresos no tributarios,presencial,pagos presencial,1342074.984375,3765718.510139002,26554900,38562
colpatria,movilidad,presencial,pagos presencial,1699008.125,2466419.4307218734,6584865,229800
colpatria,otros ingresos,presencial,pagos presencial,8716482.9,33828321.1779328,168004000,61299
colpatria,pot.,presencial,pagos presencial,10258882.916666666,29228610.89081914,103000000,381633
colpatria,préstamos hipotecarios,presencial,pagos presencial,4329314.625,21720104.266426105,164209687,14872
colpatria,publicidad exterior visual,presencial,pagos presencial,284664.94736842107,295316.9707687871,1433000,127000
colpatria,recursos fonset,presencial,pagos presencial,389883000.0,,389883000,389883000
colpatria,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,3831635.5,3497886.0553907556,10198524,1362
colpatria,rentas contractuales,presencial,pagos presencial,1329697.4047619049,1774615.2852519902,5076143,23800
colpatria,retencion ica,presencial,pagos presencial,860500.0,719234.5137118252,2112000,82000
colpatria,servicios,presencial,pagos presencial,15747.565217391304,11280.133589739598,40250,5700
coltefinanciera,alumbrado publico,p,pagos web,8440.0,0.0,8440,8440
coltefinanciera,circulacion y transito,p,pagos web,537874.0,,537874,537874
coltefinanciera,facilidades,n,pagos web,5519376.8,7431895.73407348,21053450,95954
coltefinanciera,facilidades,p,pagos web,585140.8888888889,1084424.6666666667,3476940,223666
coltefinanciera,impuesto predial,n,pagos web,5512550.75,8827345.263133131,18642017,281915
coltefinanciera,impuesto predial,p,pagos web,989015.7868852459,4138994.0726937167,37181519,159
coltefinanciera,industria y comercio,n,pagos web,16297568.333333334,1700358.3745223635,17510000,14353920
coltefinanciera,industria y comercio,p,pagos web,8544635.95,9855364.073113348,44404149,3000
coltefinanciera,publicidad exterior visual,p,pagos web,316750.0,90249.65373894795,651000,271000
coltefinanciera,retencion ica,n,pagos web,523000.0,,523000,523000
columbia state bank,industria y comercio,n,pagos web,1452924.0,,1452924,1452924
comdirect bank ag,impuesto predial,p,pagos web,632728.0,,632728,632728
commercial bank of qatar (q.s.,impuesto predial,p,pagos web,400907.25,41785.3166265775,458933,364355
commerzbank ag,impuesto predial,p,pagos web,698017.0,,698017,698017
commonwealth bank of australia,impuesto predial,n,pagos web,641357.0,486344.23378816777,1033100,97012
commonwealth bank of australia,impuesto predial,p,pagos web,855517.052631579,1115463.9057185766,3422128,2043
community federal savings bank,impuesto predial,p,pagos web,1244795.0,775080.1527913098,1950809,415440
compania de financiamiento tuy,alumbrado publico,n,pagos web,168613.0,124624.74175700426,256736,80490
compania de financiamiento tuy,alumbrado publico,p,pagos web,164120.36363636365,243742.9964656514,811568,2447
compania de financiamiento tuy,aprov.esp.pub,n,pagos web,439049.3333333333,43140.94160230319,466309,389311
compania de financiamiento tuy,aprov.esp.pub,p,pagos web,424437.75,30084.79207589775,460040,396719
compania de financiamiento tuy,circulacion y transito,n,pagos web,72940.0,,72940,72940
compania de financiamiento tuy,circulacion y transito,p,pagos web,96640.13043478261,63355.9698265604,224940,12580
compania de financiamiento tuy,delineación urbana,a,pagos web,526000.0,,526000,526000
compania de financiamiento tuy,delineación urbana,p,pagos web,811600.0,865684.5845918709,2181000,163000
compania de financiamiento tuy,facilidades,a,pagos web,1755451.0,3330831.3397951913,12652387,55438
compania de financiamiento tuy,facilidades,n,pagos web,1225280.09375,1428194.9986405887,6058862,29740
compania de financiamiento tuy,facilidades,p,pagos web,2055764.1341463414,3138085.6662412207,31966320,30227
compania de financiamiento tuy,impuesto predial,a,pagos web,821095.1511627907,979763.9011644797,6933283,300
compania de financiamiento tuy,impuesto predial,n,pagos web,1016195.0192307692,1703706.8685299319,18191247,122
compania de financiamiento tuy,impuesto predial,p,pagos web,1120268.3300391189,1789669.3171045268,29377079,8
compania de financiamiento tuy,impuesto predial,w,pagos web,886146.125,1834093.3405209417,5407653,9580
compania de financiamiento tuy,impuesto telefonico,p,pagos web,21400.0,39053.83087909985,108937,601
compania de financiamiento tuy,industria y comercio,a,pagos web,750385.7894736842,843411.8285743119,2740650,36000
compania de financiamiento tuy,industria y comercio,n,pagos web,1922317.0869565217,2041134.7973568558,8722000,58002
compania de financiamiento tuy,industria y comercio,p,pagos web,1356129.8529945554,2321819.779142453,25696425,3502
compania de financiamiento tuy,industria y comercio,w,pagos web,222796.0,,222796,222796
compania de financiamiento tuy,ingresos no tributarios,p,pagos web,318271.5833333333,108226.6789470208,498659,95261
compania de financiamiento tuy,publicidad exterior visual,p,pagos web,572142.8571428572,44894.05517968042,602000,472000
compania de financiamiento tuy,rentas contractuales,n,pagos web,2585505.0,,2585505,2585505
compania de financiamiento tuy,retencion ica,p,pagos web,2460666.6666666665,3498418.8333207523,6499000,353000
compania de financiamiento tuy,servicios,n,pagos web,6427.0,,6427,6427
compañía american express,impuesto predial,p,pagos web,1783403.6666666667,2319243.349885978,4441736,173450
confiar,alumbrado publico,presencial,pagos presencial,56477.81766381767,84617.99845160145,632403,615
confiar,aprov.esp.pub,presencial,pagos presencial,373752.79545454547,455451.8665563409,2393747,49054
confiar,circulacion y transito,presencial,pagos presencial,48485.10119386015,58955.00610178224,714623,4200
confiar,delineación urbana,presencial,pagos presencial,1680823.435897436,4149085.195155597,25558020,46000
confiar,impuesto predial,presencial,pagos presencial,195294.7551981169,616636.1636830504,17554570,470
confiar,impuesto telefonico,presencial,pagos presencial,292473.77777777775,743283.5780660665,2272095,833
confiar,industria y comercio,presencial,pagos presencial,233670.37693018344,1745197.7168024236,127413300,102
confiar,ingresos no tributarios,presencial,pagos presencial,1253584.7654320989,5370131.580593591,45000000,1
confiar,movilidad,presencial,pagos presencial,220204.08333333334,86760.09305822013,345500,97461
confiar,otros ingresos,presencial,pagos presencial,142444.81818181818,120132.52222784016,298174,52394
confiar,pot.,presencial,pagos presencial,264276.09821428574,147857.39075495733,1204743,102960
confiar,préstamos hipotecarios,presencial,pagos presencial,1375995.809248555,7107947.567375751,62351698,3758
confiar,publicidad exterior visual,presencial,pagos presencial,130000.0,5196.152422706632,136000,127000
confiar,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,30622381.5,90755949.2558181,288442100,1417
confiar,rentas contractuales,presencial,pagos presencial,364604.43434343435,566543.9974084595,4804895,1060
confiar,retencion ica,presencial,pagos presencial,1225895.7142857143,1805118.1321388627,10848000,64000
confiar,servicios,presencial,pagos presencial,17398.1,11883.077645215579,34500,5700
confiar,sobretasa a la gasolina,presencial,pagos presencial,4925000.0,,4925000,4925000
confiar cooperativa financiera,alumbrado publico,n,pagos web,24380.0,,24380,24380
confiar cooperativa financiera,alumbrado publico,p,pagos web,80513.8125,145698.6344764282,526636,4838
confiar cooperativa financiera,aprov.esp.pub,n,pagos web,258164.5,73761.0,295045,147523
confiar cooperativa financiera,circulacion y transito,p,pagos web,26073.333333333332,1213.644648706257,26900,24680
confiar cooperativa financiera,delineación urbana,p,pagos web,873220.0,793062.6815075843,1434000,312440
confiar cooperativa financiera,facilidades,n,pagos web,682465.4,476514.61613606353,1283463,104254
confiar cooperativa financiera,facilidades,p,pagos web,5975234.742574258,32960131.292406432,250693484,14432
confiar cooperativa financiera,impuesto predial,a,pagos web,127255.52307692308,105996.8226304608,469760,4295
confiar cooperativa financiera,impuesto predial,n,pagos web,382127.24615384615,502201.6827075971,2934914,762
confiar cooperativa financiera,impuesto predial,p,pagos web,684704.8192382182,7132553.080744787,276077966,21
confiar cooperativa financiera,impuesto predial,w,pagos web,4893.0,,4893,4893
confiar cooperativa financiera,impuesto telefonico,p,pagos web,1060392.0,1223653.5393253681,2681429,2898
confiar cooperativa financiera,industria y comercio,a,pagos web,100973.0,40461.078445834835,147201,72000
confiar cooperativa financiera,industria y comercio,n,pagos web,1541058.9473684211,2969394.312726727,11569450,895
confiar cooperativa financiera,industria y comercio,p,pagos web,2637352.727272727,8207309.679874082,94296160,600
confiar cooperativa financiera,ingresos no tributarios,p,pagos web,17973956.0,,17973956,17973956
confiar cooperativa financiera,movilidad,n,pagos web,1183300.0,,1183300,1183300
confiar cooperativa financiera,movilidad,p,pagos web,3312400.0,3594082.347414984,5853800,771000
confiar cooperativa financiera,otros ingresos,p,pagos web,531380.0,,531380,531380
confiar cooperativa financiera,rendimientos financieros y recursos no ejecutados,p,pagos web,45386.8,47191.212489191246,102361,1494
confiar cooperativa financiera,rentas contractuales,n,pagos web,14987574.666666666,421048.50736306695,15159467,14128113
confiar cooperativa financiera,rentas contractuales,p,pagos web,10822979.05882353,5871915.194670778,17043216,747309
confiar cooperativa financiera,retencion ica,n,pagos web,379333.3333333333,14224.392195567918,389000,363000
confiar cooperativa financiera,retencion ica,p,pagos web,1910117.6470588236,6242484.740493493,26011000,11000
confiar cooperativa financiera,servicios,n,pagos web,15836.333333333334,14115.05938114797,32135,7687
consumidor de american express,facilidades,p,pagos web,652443.6666666666,783121.143260394,1805199,41857
